Field.code	Field	N.non.missing	N.missing	N.cases	N.controls	Notes
3647	Duration of other exercises	161301	175898	NA	NA	"ACE touchscreen question """"Each time you did other exercises such as swimming, cycling, keep fit, about how long did you spend doing them?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F3647~ was collected from all participants who indicated that they spent time doing other exercises (e.g. swimming, cycling, keep fit, bowling) in the previous 4 weeks, as defined by their answers to ~F6164~"
399	Number of incorrect matches in round	336881	318	NA	NA	A value of 0 indicates the participant made no mistakes.
4079	Diastolic blood pressure, automated reading	317756	19443	NA	NA	Blood pressure, automated reading, diastolic. Two measures of blood pressure were taken a few moments apart. Range returned by the Omron device is is 0-255
4080	Systolic blood pressure, automated reading	317754	19445	NA	NA	Blood pressure, automated reading, systolic. Two measures of blood pressure were taken a few moments apart. Range returned by the Omron device is is 0-255
4106	Heel bone mineral density (BMD) T-score, automated (left)	106254	230945	NA	NA	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same age and sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.
4125	Heel bone mineral density (BMD) T-score, automated (right)	106251	230948	NA	NA	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same age and sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.
4194	Pulse rate	110153	227046	NA	NA	Pulse rate during arterial stiffness measurement
4195	Pulse wave reflection index	110153	227046	NA	NA	reflection index is a measure of reflection A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. if 'b' is the height of direct wave peak and 'a' is the height of reflected wave peak the reflected index = (a/b) * 100%
4196	Pulse wave peak to peak time	110099	227100	NA	NA	peak to peak time in milliseconds A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. peak to peak time is the difference between the peak values of direct and reflected components.
4526	Happiness	110935	226264	NA	NA	"ACE touchscreen question """"In general how happy are you?"""""
4548	Health satisfaction	110964	226235	NA	NA	"ACE touchscreen question """"In general how satisfied are you with your HEALTH?"""""
4559	Family relationship satisfaction	110290	226909	NA	NA	"ACE touchscreen question """"In general how satisfied are you with your FAMILY RELATIONSHIPS?"""""
4570	Friendships satisfaction	110118	227081	NA	NA	"ACE touchscreen question """"In general how satisfied are you with your FRIENDSHIPS?"""""
4581	Financial situation satisfaction	110814	226385	NA	NA	"ACE touchscreen question """"In general how satisfied are you with your FINANCIAL SITUATION?"""""
46	Hand grip strength (left)	335821	1378	NA	NA	Left grip strength
47	Hand grip strength (right)	335842	1357	NA	NA	Right grip strength
48	Waist circumference	336639	560	NA	NA	Waist circumference
4825	Noisy workplace	110439	226760	NA	NA	"ACE touchscreen question """"Have you ever worked in a noisy place where you had to shout to be heard?"""" ~F4825~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
4836	Loud music exposure frequency	109889	227310	NA	NA	"ACE touchscreen question """"Have you ever listened to music for more than 3 hours per week at a volume which you would need to shout to be heard or, if wearing headphones, someone else would need to shout for you to hear them?"""" ~F4836~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
49	Hip circumference	336601	598	NA	NA	Hip circumference
50	Standing height	336474	725	NA	NA	Standing height was measured using a Seca 202 device
757	Time employed in main current job	180531	156668	NA	NA	"ACE touchscreen question """"How many years have you worked in your current job? (If you have more than one job please answer this, and the following questions on work, for your MAIN job only)"""" The following checks were performed: If answer < 1 then rejected If answer > Participants age - 10 years then rejected If answer > Participants age - 16 years then participant asked to confirm If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only (ie: the job that you spend most of your time doing). If you have been with the same employer, but have changed jobs whilst you have worked for them, then only give the number of years that you have been in your current job (not the number of years that you have been employed by the same company). For instance, if you have worked as mail-room sorter but then been promoted to manager of the mail-room, please give the number of years you have worked as the mail-room manager only. If you have changed employers, but have had the same job, please give the total number of years that you have worked in that job. For instance, if you have worked as a cleaner for 3 different companies, please give the total number of years working as a cleaner. ~F757~ was collected from all the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~"
767	Length of working week for main job	188166	149033	NA	NA	"ACE touchscreen question """"In a typical WEEK, how many hours do you spend at work? (Do not include hours travelling to and from work)"""" The following checks were performed: If answer > 160 then rejected If answer < 1 then participant asked to confirm If answer > 74 then participant asked to confirm If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. ~F767~ was collected from all the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~"
777	Frequency of travelling from home to job workplace	190557	146642	NA	NA	"ACE touchscreen question """"How many times a WEEK do you travel from home to your main work? (count outward journeys only; put 0 if you always work from home)"""" The following checks were performed: If answer < 0 then rejected If answer > 999 then rejected If answer > 99 then participant asked to confirm If the participant activated the Help button they were shown the message: If the number of times varies each week, take an average over the last 4 weeks. If you only work from home please enter 0 ~F777~ was collected from the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~"
78	Heel bone mineral density (BMD) T-score, automated	194398	142801	NA	NA	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same age and sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.
796	Distance between home and job workplace	161121	176078	NA	NA	"ACE touchscreen question """"About how many miles is it between your home and your work? """" The following checks were performed: If answer < 0 then rejected If answer > 9999 then rejected If answer > 70 then participant asked to confirm If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. If you are unsure, please provide an estimate or select Do not know. If you only work from home please enter 0 ~F796~ was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~ and except those who indicated they always work from home, as defined by their answers to ~F6142~"
806	Job involves mainly walking or standing	190606	146593	NA	NA	"ACE touchscreen question """"Does your work involve walking or standing for most of the time?"""" If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question your MAIN job only. ~F806~ was collected from the participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~"
816	Job involves heavy manual or physical work	190643	146556	NA	NA	"ACE touchscreen question """"Does your work involve heavy manual or physical work?"""" If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. Physical work includes work that involves handling of heavy objects and use of heavy tools. ~F816~ was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~"
826	Job involves shift work	190442	146757	NA	NA	"ACE touchscreen question """"Does your work involve shift work?"""" If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. Shift work is a work schedule that falls outside of the normal daytime working hours of 9am-5pm. This may involve working afternoons, evenings or nights or rotating through these kinds of shifts. ~F826~ was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~"
845	Age completed full time education	226899	110300	NA	NA	"ACE touchscreen question """"At what age did you complete your continuous full time education?"""" The following checks were performed: If answer < 5 then rejected If answer > Participants age then rejected If answer > 40 then participant asked to confirm If the participant activated the Help button they were shown the message: Please give the age that you completed 'continuous' full time education. For example, if you stopped your studies when you were 17 years old with the intention that you had completed your studies but then returned to full time studies when you were 24, enter 17. However if you only temporarily stopped your studies at 17 with the intention that you would return to studies (for instance a gap year) and then completed your full time education at 21, enter 21. ~F845~ was collected from all participants except those who indicated they have a College or University degree, as defined by their answers to ~F6138~"
864	Number of days/week walked 10+ minutes	331654	5545	NA	NA	"ACE touchscreen question """"In a typical WEEK, on how many days did you walk for at least 10 minutes at a time? (Include walking that you do at work, travelling to and from work, and for sport or leisure)"""" The following checks were performed: If answer < 0 then rejected If answer > 7 then rejected If the participant activated the Help button they were shown the message: Count the number of days in a week that you walk for at least 10 minutes continuously at a time."
874	Duration of walks	288266	48933	NA	NA	"ACE touchscreen question """"How many minutes did you usually spend walking on a typical DAY?"""" The following checks were performed: If answer < 0 then rejected If answer > 1440 then rejected If answer < 10 then participant asked to confirm If answer > 300 then participant asked to confirm If the participant activated the Help button they were shown the message: Count the number of minutes that you usually spend walking in one day. If the time you usually spend walking on each day of the week varies a lot, give an average of the time you spend walking. For instance if on one day of the week you usually walk for 4 hours but on the other day you walk 2 hours then give the average - that is 3 hours. ~F874~ was collected from participants who indicated that they walked for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to ~F864~"
884	Number of days/week of moderate physical activity 10+ minutes	321309	15890	NA	NA	"ACE touchscreen question """"In a typical WEEK, on how many days did you do 10 minutes or more of moderate physical activities like carrying light loads, cycling at normal pace? (Do not include walking)"""" The following checks were performed: If answer < 0 then rejected If answer > 7 then rejected If the participant activated the Help button they were shown the message: Count the number of days in a week that you do moderate physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house."
894	Duration of moderate activity	251031	86168	NA	NA	"ACE touchscreen question """"How many minutes did you usually spend doing moderate activities on a typical DAY?"""" The following checks were performed: If answer < 0 then rejected If answer > 1440 then rejected If answer < 10 then participant asked to confirm If answer > 300 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you usually spend doing moderate physical activity on each day of the week varies a lot, give an average of the time you spend doing moderate physical activity. ~F894~ was collected from participants who indicated that they did moderate physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to question ~F884~"
904	Number of days/week of vigorous physical activity 10+ minutes	321533	15666	NA	NA	"ACE touchscreen question """"In a typical WEEK, how many days did you do 10 minutes or more of vigorous physical activity? (These are activities that make you sweat or breathe hard such as fast cycling, aerobics, heavy lifting)"""" The following checks were performed: If answer < 0 then rejected If answer > 7 then rejected If the participant activated the Help button they were shown the message: Count the number of days in a week that you do vigorous physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house."
914	Duration of vigorous activity	183731	153468	NA	NA	"ACE touchscreen question """"How many minutes did you usually spend doing vigorous activities on a typical DAY?"""" The following checks were performed: If answer < 0 then rejected If answer > 1440 then rejected If answer < 10 then participant asked to confirm If answer > 300 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you usually spend doing vigorous physical activity on each day of the week varies a lot, give an average of the time you spend doing vigorous physical activity. This information was collected from participants who indicated that they did vigorous physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to ~F904~"
924	Usual walking pace	335349	1850	NA	NA	"ACE touchscreen question """"How would you describe your usual walking pace? """" If the participant activated the Help button they were shown the message: Slow pace is defined as less than 3 miles per hour. Steady average pace is defined as between 3-4 miles per hour. Fast pace is defined as more than 4 miles per hour. ~F924~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
943	Frequency of stair climbing in last 4 weeks	334169	3030	NA	NA	"ACE touchscreen question """"At home, during the last 4 weeks, about how many times a DAY do you climb a flight of stairs? (approx 10 steps)"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F943~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
971	Frequency of walking for pleasure in last 4 weeks	240924	96275	NA	NA	"ACE touchscreen question """"How many times in the last 4 weeks did you go walking for pleasure?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F971~ was collected from participants who indicated that they spent time walking for pleasure in the previous 4 weeks, as defined by their answers to ~F6164~"
981	Duration walking for pleasure	240788	96411	NA	NA	"ACE touchscreen question """"Each time you went walking for pleasure, about how long did you spend doing it?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F981~ was collected from all participants who indicated that they spent time walking for pleasure in the previous 4 weeks, as defined by their answers to ~F6164~"
1618	Alcohol usually taken with meals	172454	164745	116941	55513	"ACE touchscreen question """"When you drink alcohol is it usually with meals?"""" ~F1618~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~"
1677	Breastfed as a baby	255881	81318	181621	74260	"ACE touchscreen question """"Were you breastfed when you were a baby?"""""
1787	Maternal smoking around birth	289727	47472	88601	201126	"ACE touchscreen question """"Did your mother smoke regularly around the time when you were born?"""" ~F1787~ was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to ~F1767~"
1797	Father still alive	328694	8505	76074	252620	"ACE touchscreen question """"Is your father still alive?"""" ~F1797~ was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to ~F1767~"
1835	Mother still alive	331902	5297	130993	200909	"ACE touchscreen question """"Is your mother still alive?"""" ~F1835~ was collected from all participants except those who indicated they were adopted as a child, as defined by their answers to ~F1767~"
1920	Mood swings	329428	7771	148601	180827	"ACE touchscreen question """"Does your mood often go up and down?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
1930	Miserableness	331856	5343	141755	190101	"ACE touchscreen question """"Do you ever feel 'just miserable' for no reason?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
1940	Irritability	322668	14531	90282	232386	"ACE touchscreen question """"Are you an irritable person?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
1950	Sensitivity / hurt feelings	327832	9367	182340	145492	"ACE touchscreen question """"Are your feelings easily hurt?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
1960	Fed-up feelings	330549	6650	134124	196425	"ACE touchscreen question """"Do you often feel 'fed-up'?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
1970	Nervous feelings	328725	8474	77767	250958	"ACE touchscreen question """"Would you call yourself a nervous person?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
1980	Worrier / anxious feelings	328717	8482	186559	142158	"ACE touchscreen question """"Are you a worrier?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
1990	Tense / 'highly strung'	327232	9967	56012	271220	"ACE touchscreen question """"Would you call yourself tense or 'highly strung'?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
2000	Worry too long after embarrassment	323766	13433	154615	169151	"ACE touchscreen question """"Do you worry too long after an embarrassing experience?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
20002_1065	Non-cancer illness code, self-reported: hypertension	337159	40	87690	249469	"Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as """"unclassifiable""""."
20003_2038460150	Treatment/medication code: paracetamol	337159	40	62050	275109	Code for treatment Negative codes indicate free-text entry.
2010	Suffer from 'nerves'	325248	11951	69352	255896	"ACE touchscreen question """"Do you suffer from 'nerves'?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
20107_1	Illnesses of father: Heart disease	298237	38962	97385	200852	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your father ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your father suffered from any of the listed illnesses please select Do not know. If you know your father suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural father was still alive or had died, as defined by their answers to ~F1797~. Note that although Breast cancer is present in ~C1010~, participants were not presented with this option when selecting Father illnesses."
20107_100	Illnesses of father: None of the above (group 1)	294791	42408	109206	185585	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your father ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your father suffered from any of the listed illnesses please select Do not know. If you know your father suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural father was still alive or had died, as defined by their answers to ~F1797~. Note that although Breast cancer is present in ~C1010~, participants were not presented with this option when selecting Father illnesses."
20107_101	Illnesses of father: None of the above (group 2)	298287	38912	222710	75577	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your father ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your father suffered from any of the listed illnesses please select Do not know. If you know your father suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural father was still alive or had died, as defined by their answers to ~F1797~. Note that although Breast cancer is present in ~C1010~, participants were not presented with this option when selecting Father illnesses."
20107_8	Illnesses of father: High blood pressure	294950	42249	66341	228609	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your father ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your father suffered from any of the listed illnesses please select Do not know. If you know your father suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural father was still alive or had died, as defined by their answers to ~F1797~. Note that although Breast cancer is present in ~C1010~, participants were not presented with this option when selecting Father illnesses."
20110_1	Illnesses of mother: Heart disease	311606	25593	62065	249541	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_100	Illnesses of mother: None of the above (group 1)	311264	25935	129391	181873	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_101	Illnesses of mother: None of the above (group 2)	312950	24249	241462	71488	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_8	Illnesses of mother: High blood pressure	311681	25518	94817	216864	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20111_100	Illnesses of siblings: None of the above (group 1)	262734	74465	178376	84358	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20111_101	Illnesses of siblings: None of the above (group 2)	265504	71695	224596	40908	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20111_8	Illnesses of siblings: High blood pressure	262361	74838	54270	208091	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20116_1	Smoking status: Previous	336024	1175	118419	217605	This field summarises the current/past smoking status of the participant.
20152	Reproduciblity of spirometry measurement using ERS/ATS criteria	255492	81707	199585	55907	Indicates whether an individual's spirometry meets European Respiratory Society/American Thoracic Society (ERS/ATS) Criteria, that is their highest acceptable measure was reproducible (the highest acceptable measure and any other measure were within 150 millilitres for both for Forced Expiratory Volume in 1-second (FEV1) and Forced Vital Capacity (FVC), although not necessarily the same blow. Note, if FVC &lt;=1 litre the criteria is within 100 millilitres). This derived data field has come from Professor Martin Tobin at the University of Leicester.
20160	Ever smoked	336067	1132	202585	133482	"Derived using variables """"Current tobacco smoking"""" (~F1239~) and """"Past tobacco smoking"""" (~F1249~). Individual classed as Eversmoker if Current tobacco smoking= most days (1) or occasionally (2) OR Past tobacco smoking= most days (1) or occasionally (2) or tried once or twice (3). Individual were classed as Neversmoker if Current tobacco smoking= no (0) AND Past tobacco smoking= never (4). Individuals who answered to either question """"Do not know"""" (-1) """"Prefer not to answer"""" (-3) and """"None of the above"""" (-7) were not coded. This derived data field has come from Professor Martin Tobin at the University of Leicester."
2020	Loneliness, isolation	332263	4936	58752	273511	"ACE touchscreen question """"Do you often feel lonely?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
2030	Guilty feelings	328769	8430	92945	235824	"ACE touchscreen question """"Are you often troubled by feelings of guilt?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
2040	Risk taking	325821	11378	82808	243013	"ACE touchscreen question """"Would you describe yourself as someone who takes risks?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
