Field.code	Field	N.non.missing	N.missing	N.cases	N.controls	Notes
20110_2	Illnesses of mother: Stroke	310688	26511	44454	266234	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_3	Illnesses of mother: Lung cancer	309511	27688	12712	296799	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_4	Illnesses of mother: Bowel cancer	309418	27781	16072	293346	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_5	Illnesses of mother: Breast cancer	309649	27550	25865	283784	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_6	Illnesses of mother: Chronic bronchitis/emphysema	309793	27406	18252	291541	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_8	Illnesses of mother: High blood pressure	311681	25518	94817	216864	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20110_9	Illnesses of mother: Diabetes	309953	27246	28875	281078	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Has/did your mother ever suffer from? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. If you are not sure if your mother suffered from any of the listed illnesses please select Do not know. If you know your mother suffered from certain listed illnesses but are unsure about others, only select the ones you are sure about. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and who indicated whether their natural mother was still alive or had died, as defined by their answers to ~F1835~. Note that although Prostate cancer is present in ~C1010~, participants were not presented with this option when selecting Mother illnesses."
20111_1	Illnesses of siblings: Heart disease	261582	75617	26382	235200	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20111_100	Illnesses of siblings: None of the above (group 1)	262734	74465	178376	84358	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20111_101	Illnesses of siblings: None of the above (group 2)	265504	71695	224596	40908	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20111_12	Illnesses of siblings: Severe depression	260744	76455	18239	242505	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20111_5	Illnesses of siblings: Breast cancer	260387	76812	11380	249007	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20111_8	Illnesses of siblings: High blood pressure	262361	74838	54270	208091	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20111_9	Illnesses of siblings: Diabetes	261075	76124	21747	239328	"This field contains the combined results of 2 ACE touchscreen questions, both asked """"Have any of your brothers or sisters suffered from any of the following diseases? (You can select more than one answer)"""" for different sets of illnesses. For convenience, the illnesses were arbitrarily divided into two sets: Group 1 : Heart disease, Stroke, High blood pressure, Chronic bronchitis/emphysema, Alzheimer's disease/dementia, Diabetes. Group 2 : Parkinson's disease, Severe Depression, Lung cancer, Bowel cancer, Prostate cancer, Breast cancer. If any of codes -11, -13 or -17 were selected then no additional Group 1 choices were allowed. If any of codes -21, -23 or -27 were selected then no additional Group 2 choices were allowed. If the participant activated the Help button they were shown the message: Answer this question for blood relations only. Include any sisters or brothers who have died. If you are not sure if your sisters or brothers suffered from any of the listed illnesses please select Do not know. If more than one sister or brother has suffered from any of the listed illnesses, you only need to select the illness once. The information was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~ and that they had at least one natural brother or sister, as defined by their answers to ~F1873~ and ~F1883~."
20116_1	Smoking status: Previous	336024	1175	118419	217605	This field summarises the current/past smoking status of the participant.
20116_2	Smoking status: Current	336024	1175	33928	302096	This field summarises the current/past smoking status of the participant.
20117_0	Alcohol drinker status: Never	336965	234	10432	326533	NA
20117_1	Alcohol drinker status: Previous	336965	234	11518	325447	NA
20118_11	Home area population density - urban or rural: Scotland - Large Urban Area	333997	3202	18867	315130	"The classification is derived by combining each participants home postcode with data generated from the 2001 census from the Office of National Statistics, using the Geoconvert tool from <a href=""""http://cdu.mimas.ac.uk/"""" class=""""basic"""">Census Dissemination Unit ."
20118_6	Home area population density - urban or rural: England/Wales - Town and Fringe - less sparse	333997	3202	24243	309754	"The classification is derived by combining each participants home postcode with data generated from the 2001 census from the Office of National Statistics, using the Geoconvert tool from <a href=""""http://cdu.mimas.ac.uk/"""" class=""""basic"""">Census Dissemination Unit ."
20118_7	Home area population density - urban or rural: England/Wales - Village - less sparse	333997	3202	17271	316726	"The classification is derived by combining each participants home postcode with data generated from the 2001 census from the Office of National Statistics, using the Geoconvert tool from <a href=""""http://cdu.mimas.ac.uk/"""" class=""""basic"""">Census Dissemination Unit ."
20152	Reproduciblity of spirometry measurement using ERS/ATS criteria	255492	81707	199585	55907	Indicates whether an individual's spirometry meets European Respiratory Society/American Thoracic Society (ERS/ATS) Criteria, that is their highest acceptable measure was reproducible (the highest acceptable measure and any other measure were within 150 millilitres for both for Forced Expiratory Volume in 1-second (FEV1) and Forced Vital Capacity (FVC), although not necessarily the same blow. Note, if FVC &lt;=1 litre the criteria is within 100 millilitres). This derived data field has come from Professor Martin Tobin at the University of Leicester.
20160	Ever smoked	336067	1132	202585	133482	"Derived using variables """"Current tobacco smoking"""" (~F1239~) and """"Past tobacco smoking"""" (~F1249~). Individual classed as Eversmoker if Current tobacco smoking= most days (1) or occasionally (2) OR Past tobacco smoking= most days (1) or occasionally (2) or tried once or twice (3). Individual were classed as Neversmoker if Current tobacco smoking= no (0) AND Past tobacco smoking= never (4). Individuals who answered to either question """"Do not know"""" (-1) """"Prefer not to answer"""" (-3) and """"None of the above"""" (-7) were not coded. This derived data field has come from Professor Martin Tobin at the University of Leicester."
2020	Loneliness, isolation	332263	4936	58752	273511	"ACE touchscreen question """"Do you often feel lonely?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
2030	Guilty feelings	328769	8430	92945	235824	"ACE touchscreen question """"Are you often troubled by feelings of guilt?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
2040	Risk taking	325821	11378	82808	243013	"ACE touchscreen question """"Would you describe yourself as someone who takes risks?"""" If the participant activated the Help button they were shown the message: Work through these questions quickly and do not think about the exact meaning of the question"
2090	Seen doctor (GP) for nerves, anxiety, tension or depression	335108	2091	115328	219780	"ACE touchscreen question """"Have you ever seen a general practitioner (GP) for nerves, anxiety, tension or depression?"""""
2100	Seen a psychiatrist for nerves, anxiety, tension or depression	335888	1311	38008	297880	"ACE touchscreen question """"Have you ever seen a psychiatrist for nerves, anxiety, tension or depression?"""""
2188	Long-standing illness, disability or infirmity	329663	7536	107123	222540	"ACE touchscreen question """"Do you have any long-standing illness, disability or infirmity?"""""
2207	Wears glasses or contact lenses	336919	280	301012	35907	"ACE touchscreen question """"Do you wear glasses or contact lenses to correct your vision?"""""
2227	Other eye problems	336428	771	47823	288605	"ACE touchscreen question """"Do you have any other problems with your eyes or eyesight?"""""
2247_1	Hearing difficulty/problems: Yes	323978	13221	84839	239139	"ACE touchscreen question """"Do you have any difficulty with your hearing?"""" The option to identify oneself as completely deaf was added in 2009 alongside the introduction of the speech-in-noise test."
2257	Hearing difficulty/problems with background noise	330759	6440	125089	205670	"ACE touchscreen question """"Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?"""" ~F2257~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
2316	Wheeze or whistling in the chest in last year	331257	5942	68531	262726	"ACE touchscreen question """"In the last year have you ever had wheeze or whistling in the chest?"""""
2335	Chest pain or discomfort	334053	3146	51937	282116	"ACE touchscreen question """"Do you ever have any pain or discomfort in your chest?"""""
2345	Ever had bowel cancer screening	332011	5188	107072	224939	"ACE touchscreen question """"Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)"""" If the participant activated the Help button they were shown the message: Screening tests for bowel or colorectal cancer include: - FOBT (faecal occult blood test) - this is when you are given a set of cards and asked to smear a part of your stool on three separate occasions onto the cards and then return the cards to be tested for blood. - Sigmoidoscopy - a tube is used to examine the lower bowel. This is usually done in a doctor's office without pain relief. - Colonoscopy - a long tube is used the examine the whole large bowel; you would usually have to drink a large amount of special liquid to prepare the bowel, and you would be given a sedative medication for the procedure."
2365	Ever had prostate specific antigen (PSA) test	147970	189229	46523	101447	"ACE touchscreen question """"Have you ever had a blood test for prostate cancer (prostate specific antigen or PSA test)?"""" If the participant activated the Help button they were shown the message: If you are unsure, select Do not know."
2395_2	Hair/balding pattern: Pattern 2	154988	182211	35563	119425	"ACE touchscreen question """"Which of the following best describes your hair/balding pattern?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. [Illustrations presented in this question have been adapted from Giles et al. 2002 Cancer Epidemiol Biomarkers Prev]"
2395_3	Hair/balding pattern: Pattern 3	154988	182211	41584	113404	"ACE touchscreen question """"Which of the following best describes your hair/balding pattern?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. [Illustrations presented in this question have been adapted from Giles et al. 2002 Cancer Epidemiol Biomarkers Prev]"
2395_4	Hair/balding pattern: Pattern 4	154988	182211	28389	126599	"ACE touchscreen question """"Which of the following best describes your hair/balding pattern?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. [Illustrations presented in this question have been adapted from Giles et al. 2002 Cancer Epidemiol Biomarkers Prev]"
2415	Had major operations	155045	182154	99647	55398	"ACE touchscreen question """"Have you had any major operations? (For example, operations that required an overnight stay in hospital)"""" If the participant activated the Help button they were shown the message: If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit. ~F2415~ is male question equivalent of female question ~F2844~"
2443	Diabetes diagnosed by doctor	336473	726	16183	320290	"ACE touchscreen question """"Has a doctor ever told you that you have diabetes?"""" If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had diabetes, select Do not know and you will be asked about this by an interviewer later during this visit."
2453	Cancer diagnosed by doctor	336272	927	26576	309696	"ACE touchscreen question """"Has a doctor ever told you that you have had cancer?"""" If the participant activated the Help button they were shown the message: If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit."
2463	Fractured/broken bones in last 5 years	335587	1612	32193	303394	"ACE touchscreen question """"Have you fractured/broken any bones in the last 5 years?"""""
2473	Other serious medical condition/disability diagnosed by doctor	331274	5925	67968	263306	"ACE touchscreen question """"Has a doctor ever told you that you have had any other serious medical conditions or disabilities?"""" If the participant activated the Help button they were shown the message: If you are not sure if you have a serious illness or you are not sure that you have had one of the conditions listed previously, enter Do not know and you will be asked about this by an interviewer later in this visit."
2492	Taking other prescription medications	336330	869	158113	178217	"ACE touchscreen question """"Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)"""""
2664_3	Reason for reducing amount of alcohol drunk: Health precaution	124798	212401	40728	84070	"ACE touchscreen question """"Why did you reduce the amount you drank?"""" ~F2664~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~ and they drink less nowadays than 10 years ago, as defined by their answers to ~F1558~"
2674	Ever had breast cancer screening / mammogram	180861	156338	146420	34441	"ACE touchscreen question """"Have you ever been for breast cancer screening (a mammogram)?"""""
2694	Ever had cervical smear test	180764	156435	177237	3527	"ACE touchscreen question """"Have you ever had a cervical smear test?"""""
2724	Had menopause	152035	185164	111605	40430	"ACE touchscreen question """"Have you had your menopause (periods stopped)?"""""
2774	Ever had stillbirth, spontaneous miscarriage or termination	178474	158725	56172	122302	"ACE touchscreen question """"Have you ever had any stillbirths, spontaneous miscarriages or terminations?"""""
2784	Ever taken oral contraceptive pill	180749	156450	149365	31384	"ACE touchscreen question """"Have you ever taken the contraceptive pill? (include the 'mini-pill')"""""
2814	Ever used hormone-replacement therapy (HRT)	180631	156568	71377	109254	"ACE touchscreen question """"Have you ever used hormone replacement therapy (HRT)?"""""
2834	Bilateral oophorectomy (both ovaries removed)	178676	158523	14702	163974	"ACE touchscreen question """"Have you had BOTH ovaries removed?"""" If the participant activated the Help button they were shown the message: Only enter Yes if you have had both ovaries removed. If you have only had one ovary removed you will be able to let the interviewer know later in the visit. If you are unsure of whether both ovaries have been removed, select Do not know."
2844	Had other major operations	179567	157632	120566	59001	"ACE touchscreen question """"Have you had any other major operations? (for example, operations that required an overnight stay in hospital)"""" If the participant activated the Help button they were shown the message: If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit. The other refers to operations other than hysterectomy and bilateral oophorectomy."
3393	Hearing aid user	204240	132959	10322	193918	"ACE touchscreen question """"Do you use a hearing aid most of the time?"""" Initially this information was collected from all participants answering Yes to either ~F2247~ (~F10793~ in the pilot) or ~F2257~. When the speech-in-noise hearing test was introduced (2009), program logic was altered so that the information was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~."
3591	Ever had hysterectomy (womb removed)	159679	177520	13060	146619	"ACE touchscreen question """"Have you had a hysterectomy (womb removed)?"""" ~F3591~ was collected from all women except those who indicated they have had a hysterectomy (womb removed), as defined by their answers to ~F2724~"
4501	Non-accidental death in close genetic family	105569	231630	28680	76889	"ACE touchscreen question """"Have any of your mother, father, brothers or sisters died suddenly from a non-accidental cause? (Do not include half-, step- or adopted brothers and sisters)"""""
4598	Ever depressed for a whole week	109229	227970	58468	50761	"ACE touchscreen question """"Looking back over your life, have you ever had a time when you were feeling depressed or down for at least a whole week?"""""
4631	Ever unenthusiastic/disinterested for a whole week	106868	230331	39154	67714	"ACE touchscreen question """"Have you ever had a time when you were uninterested in things or unable to enjoy the things you used to for at least a whole week? """""
4653	Ever highly irritable/argumentative for 2 days	108925	228274	19265	89660	"ACE touchscreen question """"Have you ever had a period of time lasting at least two days when you were so irritable that you found yourself shouting at people or starting fights or arguments?"""""
4717	Shortness of breath walking on level ground	109508	227691	11459	98049	"ACE touchscreen question """"Do you get short of breath walking with people of your own age on level ground?"""""
4728	Leg pain on walking	110337	226862	24101	86236	"ACE touchscreen question """"Do you get a pain in either leg on walking?"""""
4803_14	Tinnitus: Yes, but not now, but have in the past	109411	227788	12076	97335	"ACE touchscreen question """"Do you get or have you had noises (such as ringing or buzzing) in your head or in one or both ears that lasts for more than five minutes at a time?"""" ~F4803~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
6138_1	Qualifications: College or University degree	334070	3129	106305	227765	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_100	Qualifications: None of the above	334070	3129	57567	276503	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_2	Qualifications: A levels/AS levels or equivalent	334070	3129	91710	242360	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_3	Qualifications: O levels/GCSEs or equivalent	334070	3129	159730	174340	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_4	Qualifications: CSEs or equivalent	334070	3129	44362	289708	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_5	Qualifications: NVQ or HND or HNC or equivalent	334070	3129	62848	271222	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6138_6	Qualifications: Other professional qualifications eg: nursing, teaching	334070	3129	97524	236546	"ACE touchscreen question """"Which of the following qualifications do you have? (You can select more than one)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate."
6142_1	Current employment status: In paid employment or self-employed	336252	947	190779	145473	"ACE touchscreen question """"Which of the following describes your current situation? (You can select more than one answer)"""" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: If more than one situation applies, select all that are appropriate."
